flight_id,route_key,airline_key,date_key,calculated_duration_mins,is_overnight,is_statistical_outlier,airline_source
SJ003,12a0c17677be948b58459ad87ee14879,fe10005e6631d2c82bc640a5b707027e,20260420,42.0,False,False,ORIGINAL
6F028,8a783a606a385b3bfe750ffd23c30c03,143c0deac2b49915503dd16a9f5462ba,20260420,120.0,False,False,ORIGINAL
UK036,cae609ae5d68de9a8792d0e2117d4ded,d813685481e1e769c9968895601aa06a,20260420,264.0,False,False,ORIGINAL
SJ160,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20260420,45.0,False,False,ORIGINAL
6F151,27d0f59c48e41aa01667e01a8c02ec7b,143c0deac2b49915503dd16a9f5462ba,20260420,140.0,False,False,ORIGINAL
UK140,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20260420,83.0,False,False,ORIGINAL
AI115,71ffb94c38439501b7cb7532b20299ce,1d96baf00ff457518c392cdbc36d081e,20260420,289.0,False,False,ORIGINAL
AI132,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20260420,129.0,False,False,ORIGINAL
UK209,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20260420,165.0,False,False,DERIVED
SJ043,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,fe10005e6631d2c82bc640a5b707027e,20260420,129.0,False,False,DERIVED
UK176,10db3418b17657f44f554b3a79b69f30,d813685481e1e769c9968895601aa06a,20260420,248.0,False,False,ORIGINAL
UK216,a51d75f60b5853f2ce43d68ddc769a90,d813685481e1e769c9968895601aa06a,20260420,194.0,False,False,ORIGINAL
UK150,8ff2523fe27e0b381e5ec1a14e29a704,d813685481e1e769c9968895601aa06a,20260420,30.0,False,False,ORIGINAL
UK145,225fb0760ffcd1233b1e4a61a511e724,d813685481e1e769c9968895601aa06a,20260420,131.0,False,False,ORIGINAL
6F270,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20260420,48.0,False,False,DERIVED
6F012,27d0f59c48e41aa01667e01a8c02ec7b,143c0deac2b49915503dd16a9f5462ba,20260420,205.0,False,False,ORIGINAL
SJ236,382e870b93a9172b725c021a093b911d,fe10005e6631d2c82bc640a5b707027e,20260420,239.0,False,False,ORIGINAL
6F149,3994560a2c713f116680d065b7d4c478,143c0deac2b49915503dd16a9f5462ba,20260420,165.0,False,False,ORIGINAL
UK004,4c4c8887c010c37d7c415aee9e223b86,d813685481e1e769c9968895601aa06a,20260420,34.0,False,False,ORIGINAL
UK010,a51d75f60b5853f2ce43d68ddc769a90,d813685481e1e769c9968895601aa06a,20260420,167.0,False,False,ORIGINAL
UK215,04f5fd88e0d3bf5692833a97649697b6,d813685481e1e769c9968895601aa06a,20260420,132.0,False,False,ORIGINAL
SJ116,8a783a606a385b3bfe750ffd23c30c03,fe10005e6631d2c82bc640a5b707027e,20260420,89.0,False,False,ORIGINAL
SJ023,89b74decd3097ce93ec4cccfa8379efc,fe10005e6631d2c82bc640a5b707027e,20260420,102.0,False,False,ORIGINAL
UK152,4c4c8887c010c37d7c415aee9e223b86,d813685481e1e769c9968895601aa06a,20260420,169.0,False,False,ORIGINAL
SJ202,27d0f59c48e41aa01667e01a8c02ec7b,fe10005e6631d2c82bc640a5b707027e,20260420,107.0,False,False,ORIGINAL
6F043,225fb0760ffcd1233b1e4a61a511e724,143c0deac2b49915503dd16a9f5462ba,20260420,86.0,False,False,ORIGINAL
UK173,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20260420,256.0,False,False,ORIGINAL
SJ081,c43ed166a8fa9fe1e85762faa8bf124b,fe10005e6631d2c82bc640a5b707027e,20260420,109.0,False,False,ORIGINAL
UK153,27d0f59c48e41aa01667e01a8c02ec7b,d813685481e1e769c9968895601aa06a,20260420,241.0,False,False,ORIGINAL
UK187,adc4b4919d4f952851b45aa0ac117018,d813685481e1e769c9968895601aa06a,20260420,110.0,False,False,ORIGINAL
UK055,bc77046451bd9d63487f804a25d5b6fc,d813685481e1e769c9968895601aa06a,20260420,163.0,False,False,ORIGINAL
UK181,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,d813685481e1e769c9968895601aa06a,20260420,162.0,False,False,ORIGINAL
UK074,04f5fd88e0d3bf5692833a97649697b6,d813685481e1e769c9968895601aa06a,20260420,117.0,False,False,ORIGINAL
SJ068,adc4b4919d4f952851b45aa0ac117018,fe10005e6631d2c82bc640a5b707027e,20260420,124.0,False,False,ORIGINAL
AI242,3994560a2c713f116680d065b7d4c478,1d96baf00ff457518c392cdbc36d081e,20260420,62.0,False,False,DERIVED
SJ237,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20260420,148.0,False,False,ORIGINAL
6F194,4c4c8887c010c37d7c415aee9e223b86,143c0deac2b49915503dd16a9f5462ba,20260420,118.0,False,False,ORIGINAL
UK063,dd9b7f73506b86ec79aa343e64a2fb35,d813685481e1e769c9968895601aa06a,20260420,72.0,False,False,ORIGINAL
UK068,9f16374b2c912e79e7314809f36c7172,d813685481e1e769c9968895601aa06a,20260420,101.0,False,False,ORIGINAL
UK224,edec40d16277592f865f6f96d12c6237,d813685481e1e769c9968895601aa06a,20260420,239.0,False,False,DERIVED
UK077,c9d4324c50c5e70095cd3e0446bcbd2d,d813685481e1e769c9968895601aa06a,20260420,98.0,False,False,DERIVED
UK207,12a0c17677be948b58459ad87ee14879,d813685481e1e769c9968895601aa06a,20260420,75.0,False,False,ORIGINAL
AI221,a51d75f60b5853f2ce43d68ddc769a90,1d96baf00ff457518c392cdbc36d081e,20260420,156.0,False,False,ORIGINAL
UK109,adc4b4919d4f952851b45aa0ac117018,d813685481e1e769c9968895601aa06a,20260420,60.00496666666666,False,False,ORIGINAL
UK089,225fb0760ffcd1233b1e4a61a511e724,d813685481e1e769c9968895601aa06a,20260420,252.0,False,False,ORIGINAL
AI072,3994560a2c713f116680d065b7d4c478,1d96baf00ff457518c392cdbc36d081e,20260420,58.0,False,False,ORIGINAL
UK131,04f5fd88e0d3bf5692833a97649697b6,d813685481e1e769c9968895601aa06a,20260420,246.0,False,False,ORIGINAL
SJ150,225fb0760ffcd1233b1e4a61a511e724,fe10005e6631d2c82bc640a5b707027e,20260420,210.0,False,False,ORIGINAL
6F097,adc4b4919d4f952851b45aa0ac117018,143c0deac2b49915503dd16a9f5462ba,20260420,77.0,False,False,ORIGINAL
6F123,96cabcf3c0a98d19c08ef1c8eeba1154,143c0deac2b49915503dd16a9f5462ba,20260420,106.0,False,False,ORIGINAL
6F017,24879a2de7527581c3dbc2294134abe5,143c0deac2b49915503dd16a9f5462ba,20260420,161.0,False,False,ORIGINAL
6F245,24879a2de7527581c3dbc2294134abe5,143c0deac2b49915503dd16a9f5462ba,20260420,161.0,False,False,ORIGINAL
6F180,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20260420,264.0,False,False,ORIGINAL
6F152,671c750b52cf4817ef2aa56f2ace75b0,143c0deac2b49915503dd16a9f5462ba,20260420,124.0,False,False,ORIGINAL
SJ034,382e870b93a9172b725c021a093b911d,fe10005e6631d2c82bc640a5b707027e,20260420,291.0,False,False,ORIGINAL
SJ142,24879a2de7527581c3dbc2294134abe5,fe10005e6631d2c82bc640a5b707027e,20260420,102.0,False,False,ORIGINAL
UK189,9f16374b2c912e79e7314809f36c7172,d813685481e1e769c9968895601aa06a,20260420,224.0,False,False,ORIGINAL
SJ044,8ff2523fe27e0b381e5ec1a14e29a704,fe10005e6631d2c82bc640a5b707027e,20260420,157.0,False,False,ORIGINAL
SJ196,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20260420,166.0,False,False,ORIGINAL
6F188,96cabcf3c0a98d19c08ef1c8eeba1154,143c0deac2b49915503dd16a9f5462ba,20260420,282.0,False,False,ORIGINAL
6F181,127ab6733de551c1aea35612b818c8d5,143c0deac2b49915503dd16a9f5462ba,20260420,108.0,False,False,ORIGINAL
6F077,671c750b52cf4817ef2aa56f2ace75b0,143c0deac2b49915503dd16a9f5462ba,20260420,258.0,False,False,ORIGINAL
SJ154,6ae5133ee42f35cd132a43580eeb7688,fe10005e6631d2c82bc640a5b707027e,20260420,99.0,False,False,ORIGINAL
AI025,bc77046451bd9d63487f804a25d5b6fc,1d96baf00ff457518c392cdbc36d081e,20260420,145.0,False,False,ORIGINAL
AI094,cf98c283c13881769b3b684c7653eba9,1d96baf00ff457518c392cdbc36d081e,20260420,60.00496666666666,False,False,ORIGINAL
6F191,b871fbfcad03d855bfddf41229297608,143c0deac2b49915503dd16a9f5462ba,20260420,30.0,False,False,ORIGINAL
SJ085,9f16374b2c912e79e7314809f36c7172,fe10005e6631d2c82bc640a5b707027e,20260420,270.0,False,False,ORIGINAL
6F261,671c750b52cf4817ef2aa56f2ace75b0,143c0deac2b49915503dd16a9f5462ba,20260420,178.0,False,False,DERIVED
6F129,8ff2523fe27e0b381e5ec1a14e29a704,143c0deac2b49915503dd16a9f5462ba,20260420,139.0,False,False,ORIGINAL
6F254,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20260420,215.0,False,False,DERIVED
SJ185,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20260420,60.0,False,False,ORIGINAL
6F030,04f5fd88e0d3bf5692833a97649697b6,143c0deac2b49915503dd16a9f5462ba,20260420,170.0,False,False,ORIGINAL
SJ222,04f5fd88e0d3bf5692833a97649697b6,fe10005e6631d2c82bc640a5b707027e,20260420,174.0,False,False,ORIGINAL
6F259,04f5fd88e0d3bf5692833a97649697b6,143c0deac2b49915503dd16a9f5462ba,20260420,71.0,False,False,DERIVED
UK083,96cabcf3c0a98d19c08ef1c8eeba1154,d813685481e1e769c9968895601aa06a,20260420,49.0,False,False,ORIGINAL
6F051,adc4b4919d4f952851b45aa0ac117018,143c0deac2b49915503dd16a9f5462ba,20260420,120.0,False,False,ORIGINAL
SJ088,edec40d16277592f865f6f96d12c6237,fe10005e6631d2c82bc640a5b707027e,20260420,32.0,False,False,ORIGINAL
6F146,89b74decd3097ce93ec4cccfa8379efc,143c0deac2b49915503dd16a9f5462ba,20260420,76.0,False,False,ORIGINAL
6F047,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,143c0deac2b49915503dd16a9f5462ba,20260420,125.0,False,False,ORIGINAL
AI077,27d0f59c48e41aa01667e01a8c02ec7b,1d96baf00ff457518c392cdbc36d081e,20260420,66.0,False,False,ORIGINAL
UK134,8a783a606a385b3bfe750ffd23c30c03,d813685481e1e769c9968895601aa06a,20260420,222.0,False,False,ORIGINAL
AI056,317ae26badc5745d08250ee7a733dd0c,1d96baf00ff457518c392cdbc36d081e,20260420,235.0,False,False,ORIGINAL
UK141,89b74decd3097ce93ec4cccfa8379efc,d813685481e1e769c9968895601aa06a,20260420,141.0,False,False,DERIVED
AI030,27d0f59c48e41aa01667e01a8c02ec7b,1d96baf00ff457518c392cdbc36d081e,20260420,199.0,False,False,ORIGINAL
AI029,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,1d96baf00ff457518c392cdbc36d081e,20260420,264.0,False,False,ORIGINAL
SJ167,12a0c17677be948b58459ad87ee14879,fe10005e6631d2c82bc640a5b707027e,20260420,54.0,False,False,ORIGINAL
UK017,6ae5133ee42f35cd132a43580eeb7688,d813685481e1e769c9968895601aa06a,20260420,95.0,False,False,ORIGINAL
6F229,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,143c0deac2b49915503dd16a9f5462ba,20260420,80.0,False,False,ORIGINAL
SJ117,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20260420,236.0,False,False,ORIGINAL
6F184,382e870b93a9172b725c021a093b911d,143c0deac2b49915503dd16a9f5462ba,20260420,179.0,False,False,ORIGINAL
AI031,317ae26badc5745d08250ee7a733dd0c,1d96baf00ff457518c392cdbc36d081e,20260420,186.0,False,False,ORIGINAL
AI178,cae609ae5d68de9a8792d0e2117d4ded,1d96baf00ff457518c392cdbc36d081e,20260420,59.0,False,False,ORIGINAL
SJ089,8a783a606a385b3bfe750ffd23c30c03,fe10005e6631d2c82bc640a5b707027e,20260420,273.0,False,False,ORIGINAL
UK166,89b74decd3097ce93ec4cccfa8379efc,d813685481e1e769c9968895601aa06a,20260420,293.0,False,False,ORIGINAL
UK104,dd9b7f73506b86ec79aa343e64a2fb35,d813685481e1e769c9968895601aa06a,20260420,82.0,False,False,ORIGINAL
6F168,bc77046451bd9d63487f804a25d5b6fc,143c0deac2b49915503dd16a9f5462ba,20260420,220.0,False,False,ORIGINAL
AI222,04f5fd88e0d3bf5692833a97649697b6,1d96baf00ff457518c392cdbc36d081e,20260420,64.0,False,False,DERIVED
SJ025,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20260420,207.0,False,False,ORIGINAL
6F255,dd9b7f73506b86ec79aa343e64a2fb35,143c0deac2b49915503dd16a9f5462ba,20260420,214.0,False,False,DERIVED
UK228,317ae26badc5745d08250ee7a733dd0c,d813685481e1e769c9968895601aa06a,20260420,190.0,False,False,ORIGINAL
6F158,edec40d16277592f865f6f96d12c6237,143c0deac2b49915503dd16a9f5462ba,20260420,246.0,False,False,ORIGINAL
SJ218,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20260420,185.0,False,False,ORIGINAL
6F034,04f5fd88e0d3bf5692833a97649697b6,143c0deac2b49915503dd16a9f5462ba,20260420,56.0,False,False,ORIGINAL
UK156,71ffb94c38439501b7cb7532b20299ce,d813685481e1e769c9968895601aa06a,20260420,244.0,False,False,ORIGINAL
6F105,adc4b4919d4f952851b45aa0ac117018,143c0deac2b49915503dd16a9f5462ba,20260420,72.0,False,False,ORIGINAL
6F073,8ff2523fe27e0b381e5ec1a14e29a704,143c0deac2b49915503dd16a9f5462ba,20260420,220.0,False,False,ORIGINAL
SJ074,8ff2523fe27e0b381e5ec1a14e29a704,fe10005e6631d2c82bc640a5b707027e,20260420,41.0,False,False,ORIGINAL
6F234,04f5fd88e0d3bf5692833a97649697b6,143c0deac2b49915503dd16a9f5462ba,20260420,171.0,False,False,ORIGINAL
6F068,6ae5133ee42f35cd132a43580eeb7688,143c0deac2b49915503dd16a9f5462ba,20260420,229.0,False,False,ORIGINAL
6F074,c9d4324c50c5e70095cd3e0446bcbd2d,143c0deac2b49915503dd16a9f5462ba,20260420,200.0,False,False,ORIGINAL
AI038,89b74decd3097ce93ec4cccfa8379efc,1d96baf00ff457518c392cdbc36d081e,20260420,279.0,False,False,ORIGINAL
AI079,cae609ae5d68de9a8792d0e2117d4ded,1d96baf00ff457518c392cdbc36d081e,20260420,135.0,False,False,ORIGINAL
SJ018,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20260420,153.0,False,False,ORIGINAL
6F018,cf98c283c13881769b3b684c7653eba9,143c0deac2b49915503dd16a9f5462ba,20260420,46.0,False,False,ORIGINAL
AI091,edec40d16277592f865f6f96d12c6237,1d96baf00ff457518c392cdbc36d081e,20260420,263.0,False,False,ORIGINAL
UK071,96cabcf3c0a98d19c08ef1c8eeba1154,d813685481e1e769c9968895601aa06a,20260420,196.0,False,False,ORIGINAL
AI019,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20260420,62.0,False,False,ORIGINAL
UK212,89b74decd3097ce93ec4cccfa8379efc,d813685481e1e769c9968895601aa06a,20260420,45.0,False,False,ORIGINAL
AI146,b871fbfcad03d855bfddf41229297608,1d96baf00ff457518c392cdbc36d081e,20260420,186.0,False,False,ORIGINAL
6F232,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20260420,103.0,False,False,ORIGINAL
6F084,27d0f59c48e41aa01667e01a8c02ec7b,143c0deac2b49915503dd16a9f5462ba,20260420,60.00496666666666,False,False,ORIGINAL
AI129,4c4c8887c010c37d7c415aee9e223b86,1d96baf00ff457518c392cdbc36d081e,20260420,189.0,False,False,ORIGINAL
AI240,b6e2cc2aaf99f21f5582a5d4b9ae2a9f,1d96baf00ff457518c392cdbc36d081e,20260420,147.0,False,False,ORIGINAL
6F091,3994560a2c713f116680d065b7d4c478,143c0deac2b49915503dd16a9f5462ba,20260420,86.0,False,False,ORIGINAL
UK133,04f5fd88e0d3bf5692833a97649697b6,d813685481e1e769c9968895601aa06a,20260420,192.0,False,False,ORIGINAL
SJ007,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20260420,290.0,False,False,ORIGINAL
SJ141,671c750b52cf4817ef2aa56f2ace75b0,fe10005e6631d2c82bc640a5b707027e,20260420,217.0,False,False,ORIGINAL
6F049,bc77046451bd9d63487f804a25d5b6fc,143c0deac2b49915503dd16a9f5462ba,20260420,193.0,False,False,ORIGINAL
SJ235,04f5fd88e0d3bf5692833a97649697b6,fe10005e6631d2c82bc640a5b707027e,20260420,228.0,False,False,ORIGINAL
UK087,89b74decd3097ce93ec4cccfa8379efc,d813685481e1e769c9968895601aa06a,20260420,208.0,False,False,ORIGINAL
UK170,c43ed166a8fa9fe1e85762faa8bf124b,d813685481e1e769c9968895601aa06a,20260420,110.0,False,False,ORIGINAL
SJ078,96cabcf3c0a98d19c08ef1c8eeba1154,fe10005e6631d2c82bc640a5b707027e,20260420,188.0,False,False,ORIGINAL
SJ075,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20260420,97.0,False,False,ORIGINAL
AI159,10db3418b17657f44f554b3a79b69f30,1d96baf00ff457518c392cdbc36d081e,20260420,133.0,False,False,ORIGINAL
UK120,bc77046451bd9d63487f804a25d5b6fc,d813685481e1e769c9968895601aa06a,20260420,251.0,False,False,ORIGINAL
AI059,671c750b52cf4817ef2aa56f2ace75b0,1d96baf00ff457518c392cdbc36d081e,20260420,147.0,False,False,ORIGINAL
UK040,8a783a606a385b3bfe750ffd23c30c03,d813685481e1e769c9968895601aa06a,20260420,77.0,False,False,ORIGINAL
AI044,71ffb94c38439501b7cb7532b20299ce,1d96baf00ff457518c392cdbc36d081e,20260420,213.0,False,False,DERIVED
AI078,dd9b7f73506b86ec79aa343e64a2fb35,1d96baf00ff457518c392cdbc36d081e,20260420,270.0,False,False,ORIGINAL
SJ226,c9d4324c50c5e70095cd3e0446bcbd2d,fe10005e6631d2c82bc640a5b707027e,20260420,247.0,False,False,ORIGINAL
6F209,12a0c17677be948b58459ad87ee14879,143c0deac2b49915503dd16a9f5462ba,20260420,300.0,False,False,ORIGINAL
UK193,bc77046451bd9d63487f804a25d5b6fc,d813685481e1e769c9968895601aa06a,20260420,35.0,False,False,ORIGINAL
6F092,71ffb94c38439501b7cb7532b20299ce,143c0deac2b49915503dd16a9f5462ba,20260420,36.0,False,False,ORIGINAL
AI208,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20260420,194.0,False,False,ORIGINAL
SJ227,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20260420,261.0,False,False,ORIGINAL
6F238,04f5fd88e0d3bf5692833a97649697b6,143c0deac2b49915503dd16a9f5462ba,20260420,48.0,False,False,ORIGINAL
AI084,225fb0760ffcd1233b1e4a61a511e724,1d96baf00ff457518c392cdbc36d081e,20260420,75.0,False,False,ORIGINAL
SJ228,4c4c8887c010c37d7c415aee9e223b86,fe10005e6631d2c82bc640a5b707027e,20260420,227.0,False,False,ORIGINAL
UK194,24879a2de7527581c3dbc2294134abe5,d813685481e1e769c9968895601aa06a,20260420,60.00495,False,False,ORIGINAL
6F126,edec40d16277592f865f6f96d12c6237,143c0deac2b49915503dd16a9f5462ba,20260420,78.0,False,False,ORIGINAL
SJ052,71ffb94c38439501b7cb7532b20299ce,fe10005e6631d2c82bc640a5b707027e,20260420,97.0,False,False,ORIGINAL
AI233,adc4b4919d4f952851b45aa0ac117018,1d96baf00ff457518c392cdbc36d081e,20260420,108.0,False,False,ORIGINAL
AI213,8a783a606a385b3bfe750ffd23c30c03,1d96baf00ff457518c392cdbc36d081e,20260420,71.0,False,False,ORIGINAL
UK076,12a0c17677be948b58459ad87ee14879,d813685481e1e769c9968895601aa06a,20260420,263.0,False,False,ORIGINAL
SJ022,cf98c283c13881769b3b684c7653eba9,fe10005e6631d2c82bc640a5b707027e,20260420,191.0,False,False,ORIGINAL
SJ002,dd9b7f73506b86ec79aa343e64a2fb35,fe10005e6631d2c82bc640a5b707027e,20260420,286.0,False,False,ORIGINAL
AI163,89b74decd3097ce93ec4cccfa8379efc,1d96baf00ff457518c392cdbc36d081e,20260420,61.0,False,False,ORIGINAL
UK229,bc77046451bd9d63487f804a25d5b6fc,d813685481e1e769c9968895601aa06a,20260420,257.0,False,False,DERIVED
UK185,317ae26badc5745d08250ee7a733dd0c,d813685481e1e769c9968895601aa06a,20260420,77.0,False,False,ORIGINAL
6F029,c43ed166a8fa9fe1e85762faa8bf124b,143c0deac2b49915503dd16a9f5462ba,20260420,254.0,False,False,ORIGINAL
